Time,County,Sales,Type
2017-07,Otero,,Medical
2017-07,Ouray,,Medical
2017-07,Ouray,,Recreational
2017-07,Park,,Medical
2017-07,Park,465717.0,Recreational
2017-07,Pitkin,74079.0,Medical
2017-07,Pitkin,1267251.0,Recreational
2017-07,Pueblo,684190.0,Medical
2017-07,Pueblo,3762112.0,Recreational
2017-07,Routt,,Medical
2017-07,Routt,1009377.0,Recreational
2017-07,Saguache,,Recreational
2017-07,San Juan,,Recreational
2017-07,San Miguel,26729.0,Medical
2017-07,San Miguel,521810.0,Recreational
2017-07,Sedgwick,,Medical
2017-07,Sedgwick,,Recreational
2017-07,Summit,119533.0,Medical
2017-07,Summit,2001214.0,Recreational
2017-07,Teller,,Medical
2017-07,Weld,288400.0,Medical
2017-07,Weld,2659205.0,Recreational
2017-08,Adams,1126750.0,Medical
2017-08,Adams,5481342.0,Recreational
2017-08,Alamosa,,Medical
2017-08,Arapahoe,911448.0,Medical
2017-08,Arapahoe,9187128.0,Recreational
2017-08,Archuleta,,Medical
2017-08,Archuleta,776784.0,Recreational
2017-08,Boulder,1883573.0,Medical
2017-08,Boulder,7401555.0,Recreational
2017-08,Chaffee,,Medical
2017-08,Chaffee,614319.0,Recreational
2017-08,Clear Creek,43341.0,Medical
2017-08,Clear Creek,632988.0,Recreational
2017-08,Conejos,571105.0,Recreational
2017-08,Costilla,,Medical
2017-08,Costilla,400679.0,Recreational
2017-08,Denver,18574912.0,Medical
2017-08,Denver,35043361.0,Recreational
2017-08,Eagle,154928.0,Medical
2017-08,Eagle,1394312.0,Recreational
2017-08,El Paso,8645974.0,Medical
2017-08,El Paso,,Recreational
2017-08,Fremont,184251.0,Medical
2017-08,Garfield,325823.0,Medical
2017-08,Garfield,2108270.0,Recreational
2017-08,Gilpin,,Medical
2017-08,Gilpin,251283.0,Recreational
2017-08,Grand,,Medical
2017-08,Grand,426846.0,Recreational
2017-08,Gunnison,,Medical
2017-08,Gunnison,809595.0,Recreational
2017-08,Huerfano,,Recreational
2017-08,Jefferson,1353370.0,Medical
2017-08,Jefferson,4474575.0,Recreational
2017-08,La Plata,298055.0,Medical
2017-08,La Plata,2289292.0,Recreational
2017-08,Lake,322375.0,Recreational
2017-08,Larimer,1206766.0,Medical
2017-08,Larimer,5554496.0,Recreational
2017-08,Las Animas,45309.0,Medical
2017-08,Las Animas,4437323.0,Recreational
2017-08,Mesa,,Medical
2017-08,Mesa,,Recreational
2017-08,Moffat,,Medical
2017-08,Montezuma,93411.0,Medical
2017-08,Montezuma,1862970.0,Recreational
2017-08,Montrose,,Medical
2017-08,Morgan,,Medical
2017-08,Morgan,964989.0,Recreational
2017-08,Otero,,Medical
2017-08,Ouray,,Medical
2017-08,Ouray,621133.0,Recreational
2017-08,Park,,Medical
2017-08,Park,455141.0,Recreational
2017-08,Pitkin,66581.0,Medical
2017-08,Pitkin,1205815.0,Recreational
2017-08,Pueblo,737016.0,Medical
2017-08,Pueblo,3815493.0,Recreational
2017-08,Routt,,Medical
2017-08,Routt,976301.0,Recreational
2017-08,Saguache,,Recreational
2017-08,San Juan,,Recreational
2017-08,San Miguel,21450.0,Medical
2017-08,San Miguel,450802.0,Recreational
2017-08,Sedgwick,,Medical
2017-08,Sedgwick,,Recreational
2017-08,Summit,112638.0,Medical
2017-08,Summit,1890882.0,Recreational
2017-08,Teller,,Medical
2017-08,Weld,315417.0,Medical
2017-08,Weld,2708742.0,Recreational
2017-09,Adams,986385.0,Medical
2017-09,Adams,5591544.0,Recreational
2017-09,Alamosa,,Medical
2017-09,Arapahoe,868838.0,Medical
2017-09,Arapahoe,9476898.0,Recreational
2017-09,Archuleta,,Medical
2017-09,Archuleta,715518.0,Recreational
2017-09,Boulder,1867935.0,Medical
2017-09,Boulder,7089840.0,Recreational
2017-09,Chaffee,,Medical
2017-09,Chaffee,547218.0,Recreational
2017-09,Clear Creek,45086.0,Medical
2017-09,Clear Creek,570485.0,Recreational
2017-09,Conejos,555120.0,Recreational
2017-09,Costilla,,Medical
2017-09,Costilla,424241.0,Recreational
2017-09,Denver,17531038.0,Medical
2017-09,Denver,34766657.0,Recreational
2017-09,Eagle,138445.0,Medical
2017-09,Eagle,1212598.0,Recreational
2017-09,El Paso,8591074.0,Medical
2017-09,El Paso,,Recreational
2017-09,Fremont,166500.0,Medical
2017-09,Garfield,320870.0,Medical
2017-09,Garfield,2104540.0,Recreational
2017-09,Gilpin,,Medical
2017-09,Gilpin,266428.0,Recreational
2017-09,Grand,,Medical
2017-09,Grand,355550.0,Recreational
2017-09,Gunnison,,Medical
2017-09,Gunnison,728296.0,Recreational
2017-09,Huerfano,,Recreational
2017-09,Jefferson,1391833.0,Medical
2017-09,Jefferson,4335662.0,Recreational
2017-09,La Plata,301865.0,Medical
2017-09,La Plata,2211371.0,Recreational
2017-09,Lake,272842.0,Recreational
2017-09,Larimer,1214136.0,Medical
2017-09,Larimer,5491456.0,Recreational
2017-09,Las Animas,42148.0,Medical
2017-09,Las Animas,4669330.0,Recreational
2017-09,Mesa,,Medical
2017-09,Mesa,931484.0,Recreational
2017-09,Moffat,,Medical
2017-09,Montezuma,74493.0,Medical
2017-09,Montezuma,1890596.0,Recreational
2017-09,Montrose,,Medical
2017-09,Morgan,,Medical
2017-09,Morgan,972694.0,Recreational
2017-09,Otero,,Medical
2017-09,Ouray,,Medical
2017-09,Ouray,641630.0,Recreational
2017-09,Park,,Medical
2017-09,Park,401682.0,Recreational
2017-09,Pitkin,64771.0,Medical
2017-09,Pitkin,1058088.0,Recreational
2017-09,Pueblo,677550.0,Medical
2017-09,Pueblo,3869882.0,Recreational
2017-09,Routt,,Medical
2017-09,Routt,924592.0,Recreational
2017-09,Saguache,151900.0,Recreational
2017-09,San Juan,,Recreational
2017-09,San Miguel,,Medical
2017-09,San Miguel,475875.0,Recreational
2017-09,Sedgwick,,Medical
2017-09,Sedgwick,,Recreational
2017-09,Summit,115774.0,Medical
2017-09,Summit,1561814.0,Recreational
2017-09,Weld,330702.0,Medical
2017-09,Weld,2723950.0,Recreational
2017-10,Adams,948132.0,Medical
2017-10,Adams,5441728.0,Recreational
2017-10,Alamosa,,Medical
2017-10,Arapahoe,927716.0,Medical
2017-10,Arapahoe,9221783.0,Recreational
2017-10,Archuleta,,Medical
2017-10,Archuleta,574929.0,Recreational
2017-10,Boulder,1869460.0,Medical
2017-10,Boulder,6744069.0,Recreational
2017-10,Chaffee,,Medical
2017-10,Chaffee,452091.0,Recreational
2017-10,Clear Creek,33021.0,Medical
2017-10,Clear Creek,485097.0,Recreational
2017-10,Conejos,469150.0,Recreational
2017-10,Costilla,356750.0,Recreational
2017-10,Denver,16854622.0,Medical
2017-10,Denver,33586096.0,Recreational
2017-10,Eagle,121584.0,Medical
2017-10,Eagle,982903.0,Recreational
2017-10,El Paso,8153081.0,Medical
2017-10,El Paso,,Recreational
2017-10,Fremont,143271.0,Medical
2017-10,Garfield,265961.0,Medical
2017-10,Garfield,1773496.0,Recreational
2017-10,Gilpin,,Medical
2017-10,Gilpin,197522.0,Recreational
2017-10,Grand,,Medical
2017-10,Grand,,Recreational
2017-10,Gunnison,,Medical
2017-10,Gunnison,562053.0,Recreational
2017-10,Huerfano,,Recreational
2017-10,Jefferson,1469845.0,Medical
2017-10,Jefferson,4104272.0,Recreational
2017-10,La Plata,299503.0,Medical
2017-10,La Plata,1971031.0,Recreational
2017-10,Lake,205966.0,Recreational
2017-10,Larimer,1124315.0,Medical
2017-10,Larimer,5315541.0,Recreational
2017-10,Las Animas,35561.0,Medical
2017-10,Las Animas,4192076.0,Recreational
2017-10,Mesa,,Medical
2017-10,Mesa,1007121.0,Recreational
2017-10,Moffat,,Medical
2017-10,Montezuma,61290.0,Medical
2017-10,Montezuma,1759476.0,Recreational
2017-10,Montrose,,Medical
2017-10,Morgan,,Medical
2017-10,Morgan,944046.0,Recreational
2017-10,Otero,,Medical
2017-10,Ouray,,Medical
2017-10,Ouray,504899.0,Recreational
2017-10,Park,,Medical
2017-10,Park,344712.0,Recreational
2017-10,Pitkin,57474.0,Medical
2017-10,Pitkin,703705.0,Recreational
2017-10,Pueblo,538665.0,Medical
2017-10,Pueblo,3525795.0,Recreational
2017-10,Routt,,Medical
2017-10,Routt,771913.0,Recreational
2017-10,Saguache,117885.0,Recreational
2017-10,San Juan,,Recreational
2017-10,San Miguel,,Medical
2017-10,San Miguel,266043.0,Recreational
2017-10,Sedgwick,,Medical
2017-10,Sedgwick,,Recreational
2017-10,Summit,120951.0,Medical
2017-10,Summit,1295739.0,Recreational
2017-10,Teller,,Medical
2017-10,Weld,327093.0,Medical
2017-10,Weld,2554620.0,Recreational
2017-11,Adams,999483.0,Medical
2017-11,Adams,5558469.0,Recreational
2017-11,Alamosa,,Medical
2017-11,Arapahoe,755136.0,Medical
2017-11,Arapahoe,9034873.0,Recreational
2017-11,Archuleta,,Medical
2017-11,Archuleta,508490.0,Recreational
2017-11,Boulder,1770651.0,Medical
2017-11,Boulder,6329971.0,Recreational
2017-11,Chaffee,,Medical
2017-11,Chaffee,347798.0,Recreational
2017-11,Clear Creek,38372.0,Medical
2017-11,Clear Creek,453940.0,Recreational
2017-11,Conejos,424081.0,Recreational
2017-11,Costilla,247946.0,Recreational
2017-11,Denver,15704331.0,Medical
2017-11,Denver,31195308.0,Recreational
2017-11,Eagle,118682.0,Medical
2017-11,Eagle,980728.0,Recreational
2017-11,El Paso,7652843.0,Medical
2017-11,El Paso,,Recreational
2017-11,Fremont,133101.0,Medical
2017-11,Garfield,243896.0,Medical
2017-11,Garfield,1581537.0,Recreational
2017-11,Gilpin,,Medical
2017-11,Gilpin,188913.0,Recreational
2017-11,Grand,,Medical
2017-11,Grand,272045.0,Recreational
2017-11,Gunnison,,Medical
2017-11,Gunnison,433357.0,Recreational
2017-11,Huerfano,,Recreational
2017-11,Jefferson,1302651.0,Medical
2017-11,Jefferson,3678694.0,Recreational
2017-11,La Plata,278348.0,Medical
2017-11,La Plata,1753119.0,Recreational
2017-11,Lake,174191.0,Recreational
2017-11,Larimer,1095959.0,Medical
2017-11,Larimer,5125412.0,Recreational
2017-11,Las Animas,36449.0,Medical
2017-11,Las Animas,3956545.0,Recreational
2017-11,Mesa,,Medical
2017-11,Mesa,963023.0,Recreational
2017-11,Moffat,,Medical
2017-11,Montezuma,54431.0,Medical
2017-11,Montezuma,1658451.0,Recreational
2017-11,Montrose,,Medical
2017-11,Morgan,,Medical
2017-11,Morgan,880963.0,Recreational
2017-11,Otero,,Medical
2017-11,Ouray,,Medical
2017-11,Ouray,,Recreational
2017-11,Park,,Medical
2017-11,Park,323525.0,Recreational
2017-11,Pitkin,53994.0,Medical
2017-11,Pitkin,571977.0,Recreational
2017-11,Pueblo,501175.0,Medical
2017-11,Pueblo,3320340.0,Recreational
2017-11,Routt,,Medical
2017-11,Routt,661206.0,Recreational
2017-11,Saguache,95793.0,Recreational
2017-11,San Juan,,Recreational
2017-11,San Miguel,,Medical
2017-11,San Miguel,181166.0,Recreational
2017-11,Sedgwick,,Medical
2017-11,Sedgwick,,Recreational
2017-11,Summit,114788.0,Medical
2017-11,Summit,1411797.0,Recreational
2017-11,Weld,351629.0,Medical
2017-11,Weld,2433403.0,Recreational
2017-12,Adams,782044.0,Medical
2017-12,Adams,6120302.0,Recreational
2017-12,Alamosa,,Medical
2017-12,Arapahoe,881650.0,Medical
2017-12,Arapahoe,9761509.0,Recreational
2017-12,Archuleta,,Medical
2017-12,Archuleta,732699.0,Recreational
2017-12,Boulder,1816738.0,Medical
2017-12,Boulder,6814221.0,Recreational
2017-12,Chaffee,,Medical
2017-12,Chaffee,398262.0,Recreational
2017-12,Clear Creek,32356.0,Medical
2017-12,Clear Creek,574268.0,Recreational
2017-12,Conejos,434200.0,Recreational
2017-12,Costilla,273773.0,Recreational
2017-12,Denver,14510755.0,Medical
2017-12,Denver,32265126.0,Recreational
2017-12,Eagle,132404.0,Medical
2017-12,Eagle,1531387.0,Recreational
2017-12,El Paso,8513185.0,Medical
2017-12,El Paso,,Recreational
2017-12,Fremont,146945.0,Medical
2017-12,Garfield,233612.0,Medical
2017-12,Garfield,1681605.0,Recreational
2017-12,Gilpin,,Medical
2017-12,Gilpin,179250.0,Recreational
2017-12,Grand,,Medical
2017-12,Grand,435934.0,Recreational
2017-12,Gunnison,,Medical
2017-12,Gunnison,397636.0,Recreational
2017-12,Huerfano,,Recreational
2017-12,Jefferson,1427543.0,Medical
2017-12,Jefferson,4291144.0,Recreational
2017-12,La Plata,300663.0,Medical
2017-12,La Plata,2010428.0,Recreational
2017-12,Lake,206999.0,Recreational
2017-12,Larimer,1164472.0,Medical
2017-12,Larimer,5490891.0,Recreational
2017-12,Las Animas,49588.0,Medical
2017-12,Las Animas,4019496.0,Recreational
2017-12,Mesa,,Medical
2017-12,Mesa,1063973.0,Recreational
2017-12,Moffat,,Medical
2017-12,Montezuma,67895.0,Medical
2017-12,Montezuma,1687019.0,Recreational
2017-12,Montrose,,Medical
2017-12,Morgan,,Medical
2017-12,Morgan,920406.0,Recreational
2017-12,Otero,,Medical
2017-12,Ouray,,Medical
2017-12,Ouray,442518.0,Recreational
2017-12,Park,,Medical
2017-12,Park,367718.0,Recreational
2017-12,Pitkin,60311.0,Medical
2017-12,Pitkin,1271300.0,Recreational
2017-12,Pueblo,514218.0,Medical
2017-12,Pueblo,3707967.0,Recreational
2017-12,Routt,177246.0,Medical
2017-12,Routt,956589.0,Recreational
2017-12,Saguache,98676.0,Recreational
2017-12,San Juan,,Recreational
2017-12,San Miguel,,Medical
2017-12,San Miguel,395334.0,Recreational
2017-12,Sedgwick,,Medical
2017-12,Sedgwick,,Recreational
2017-12,Summit,126502.0,Medical
2017-12,Summit,2533302.0,Recreational
2017-12,Weld,415204.0,Medical
2017-12,Weld,2571924.0,Recreational
2018-01,Adams,803293.0,Medical
2018-01,Adams,6081061.0,Recreational
2018-01,Alamosa,,Medical
2018-01,Arapahoe,844394.0,Medical
2018-01,Arapahoe,9032907.0,Recreational
2018-01,Archuleta,,Medical
2018-01,Archuleta,624455.0,Recreational
2018-01,Boulder,1647031.0,Medical
2018-01,Boulder,6212027.0,Recreational
2018-01,Chaffee,,Medical
2018-01,Chaffee,340366.0,Recreational
2018-01,Clear Creek,29971.0,Medical
2018-01,Clear Creek,596376.0,Recreational
2018-01,Conejos,390971.0,Recreational
2018-01,Costilla,246490.0,Recreational
2018-01,Denver,13211845.0,Medical
2018-01,Denver,28855834.0,Recreational
2018-01,Eagle,132762.0,Medical
2018-01,Eagle,1599616.0,Recreational
2018-01,El Paso,7661315.0,Medical
2018-01,El Paso,,Recreational
2018-01,Fremont,134858.0,Medical
2018-01,Garfield,249651.0,Medical
2018-01,Garfield,1391402.0,Recreational
2018-01,Gilpin,,Medical
2018-01,Gilpin,167184.0,Recreational
2018-01,Grand,,Medical
2018-01,Grand,462433.0,Recreational
2018-01,Gunnison,,Medical
2018-01,Gunnison,600542.0,Recreational
2018-01,Huerfano,,Recreational
2018-01,Jefferson,1278807.0,Medical
2018-01,Jefferson,3912816.0,Recreational
2018-01,La Plata,273077.0,Medical
2018-01,La Plata,1675203.0,Recreational
2018-01,Lake,223602.0,Recreational
2018-01,Larimer,1122353.0,Medical
2018-01,Larimer,4982764.0,Recreational
2018-01,Las Animas,44461.0,Medical
2018-01,Las Animas,3370017.0,Recreational
2018-01,Mesa,,Medical
2018-01,Mesa,1069286.0,Recreational
2018-01,Moffat,,Medical
2018-01,Montezuma,54617.0,Medical
2018-01,Montezuma,1514572.0,Recreational
2018-01,Montrose,,Medical
2018-01,Morgan,,Medical
2018-01,Morgan,748636.0,Recreational
2018-01,Otero,,Medical
2018-01,Ouray,,Medical
2018-01,Ouray,409591.0,Recreational
2018-01,Park,,Medical
2018-01,Park,334849.0,Recreational
2018-01,Pitkin,65391.0,Medical
2018-01,Pitkin,1361900.0,Recreational
2018-01,Pueblo,531897.0,Medical
2018-01,Pueblo,3448129.0,Recreational
2018-01,Routt,165408.0,Medical
2018-01,Routt,1140165.0,Recreational
2018-01,Saguache,99344.0,Recreational
2018-01,San Juan,,Recreational
2018-01,San Miguel,,Medical
2018-01,San Miguel,484986.0,Recreational
2018-01,Sedgwick,,Medical
2018-01,Sedgwick,,Recreational
2018-01,Summit,118928.0,Medical
2018-01,Summit,2841769.0,Recreational
2018-01,Weld,348569.0,Medical
2018-01,Weld,2300531.0,Recreational
2018-02,Adams,686490.0,Medical
2018-02,Adams,5562602.0,Recreational
2018-02,Alamosa,,Medical
2018-02,Arapahoe,788639.0,Medical
2018-02,Arapahoe,8659080.0,Recreational
2018-02,Archuleta,,Medical
2018-02,Archuleta,568046.0,Recreational
2018-02,Boulder,1481838.0,Medical
2018-02,Boulder,5937258.0,Recreational
2018-02,Chaffee,,Medical
2018-02,Chaffee,364706.0,Recreational
2018-02,Clear Creek,28097.0,Medical
2018-02,Clear Creek,578860.0,Recreational
2018-02,Conejos,383902.0,Recreational
2018-02,Costilla,254480.0,Recreational
2018-02,Denver,11430319.0,Medical
2018-02,Denver,27629202.0,Recreational
2018-02,Eagle,119561.0,Medical
2018-02,Eagle,1633799.0,Recreational
2018-02,El Paso,7412365.0,Medical
2018-02,El Paso,,Recreational
2018-02,Fremont,134945.0,Medical
2018-02,Garfield,239710.0,Medical
2018-02,Garfield,1361931.0,Recreational
2018-02,Gilpin,,Medical
2018-02,Gilpin,162046.0,Recreational
2018-02,Grand,,Medical
2018-02,Grand,455352.0,Recreational
2018-02,Gunnison,518883.0,Recreational
2018-02,Huerfano,,Recreational
2018-02,Jefferson,1205386.0,Medical
2018-02,Jefferson,3648040.0,Recreational
2018-02,La Plata,277446.0,Medical
2018-02,La Plata,1752698.0,Recreational
2018-02,Lake,197617.0,Recreational
2018-02,Larimer,1057880.0,Medical
2018-02,Larimer,4825740.0,Recreational
2018-02,Las Animas,36072.0,Medical
2018-02,Las Animas,3477803.0,Recreational
2018-02,Mesa,,Medical
2018-02,Mesa,1179371.0,Recreational
2018-02,Moffat,,Medical
2018-02,Montezuma,52213.0,Medical
2018-02,Montezuma,1646139.0,Recreational
2018-02,Montrose,,Medical
2018-02,Morgan,,Medical
2018-02,Morgan,821939.0,Recreational
2018-02,Otero,,Medical
2018-02,Ouray,,Medical
2018-02,Ouray,436779.0,Recreational
2018-02,Park,,Medical
2018-02,Park,303972.0,Recreational
2018-02,Pitkin,58230.0,Medical
2018-02,Pitkin,1215285.0,Recreational
2018-02,Pueblo,508986.0,Medical
2018-02,Pueblo,3697366.0,Recreational
2018-02,Routt,158779.0,Medical
2018-02,Routt,1072374.0,Recreational
2018-02,Saguache,98025.0,Recreational
2018-02,San Juan,,Recreational
2018-02,San Miguel,,Medical
2018-02,San Miguel,428164.0,Recreational
2018-02,Sedgwick,,Medical
2018-02,Sedgwick,,Recreational
2018-02,Summit,106905.0,Medical
2018-02,Summit,2548153.0,Recreational
2018-02,Weld,327679.0,Medical
2018-02,Weld,2298788.0,Recreational
2018-03,Adams,455735.0,Medical
2018-03,Adams,6602994.0,Recreational
2018-03,Alamosa,,Medical
2018-03,Arapahoe,831623.0,Medical
2018-03,Arapahoe,9956392.0,Recreational
2018-03,Archuleta,,Medical
2018-03,Archuleta,785123.0,Recreational
2018-03,Boulder,1691157.0,Medical
2018-03,Boulder,7245363.0,Recreational
2018-03,Chaffee,,Medical
2018-03,Chaffee,469806.0,Recreational
2018-03,Clear Creek,42961.0,Medical
2018-03,Clear Creek,709544.0,Recreational
2018-03,Conejos,482119.0,Recreational
2018-03,Costilla,335071.0,Recreational
2018-03,Denver,12756286.0,Medical
2018-03,Denver,34757371.0,Recreational
2018-03,Eagle,107351.0,Medical
2018-03,Eagle,1888834.0,Recreational
2018-03,El Paso,8239341.0,Medical
2018-03,El Paso,,Recreational
2018-03,Fremont,120020.0,Medical
2018-03,Garfield,288623.0,Medical
2018-03,Garfield,1625638.0,Recreational
2018-03,Gilpin,,Medical
2018-03,Gilpin,223369.0,Recreational
2018-03,Grand,,Medical
2018-03,Grand,,Recreational
2018-03,Gunnison,,Recreational
2018-03,Huerfano,,Recreational
2018-03,Jefferson,1413017.0,Medical
2018-03,Jefferson,4318064.0,Recreational
2018-03,La Plata,251773.0,Medical
2018-03,La Plata,2154494.0,Recreational
2018-03,Lake,240748.0,Recreational
2018-03,Larimer,1151055.0,Medical
2018-03,Larimer,5839729.0,Recreational
2018-03,Las Animas,32453.0,Medical
2018-03,Las Animas,4619588.0,Recreational
2018-03,Mesa,,Medical
2018-03,Mesa,1535841.0,Recreational
2018-03,Moffat,,Medical
2018-03,Moffat,,Recreational
2018-03,Montezuma,57109.0,Medical
2018-03,Montezuma,2033604.0,Recreational
2018-03,Montrose,,Medical
2018-03,Morgan,,Medical
2018-03,Morgan,1062942.0,Recreational
2018-03,Otero,,Medical
2018-03,Ouray,,Medical
2018-03,Ouray,,Recreational
2018-03,Park,,Medical
2018-03,Park,386538.0,Recreational
2018-03,Pitkin,,Medical
2018-03,Pitkin,1517035.0,Recreational
2018-03,Pueblo,574112.0,Medical
2018-03,Pueblo,4770132.0,Recreational
2018-03,Routt,168347.0,Medical
2018-03,Routt,1153952.0,Recreational
2018-03,Saguache,137847.0,Recreational
2018-03,San Juan,,Recreational
2018-03,San Miguel,,Medical
2018-03,San Miguel,503751.0,Recreational
2018-03,Sedgwick,,Medical
2018-03,Sedgwick,,Recreational
2018-03,Summit,121159.0,Medical
2018-03,Summit,3061330.0,Recreational
2018-03,Weld,370633.0,Medical
2018-03,Weld,2681871.0,Recreational
2018-04,Adams,417502.0,Medical
2018-04,Adams,6868698.0,Recreational
2018-04,Alamosa,,Medical
2018-04,Arapahoe,741609.0,Medical
2018-04,Arapahoe,9954701.0,Recreational
2018-04,Archuleta,,Medical
2018-04,Archuleta,502525.0,Recreational
2018-04,Boulder,1601589.0,Medical
2018-04,Boulder,6957538.0,Recreational
2018-04,Chaffee,,Medical
2018-04,Chaffee,393528.0,Recreational
2018-04,Clear Creek,,Medical
2018-04,Clear Creek,490554.0,Recreational
2018-04,Conejos,435677.0,Recreational
2018-04,Costilla,292932.0,Recreational
2018-04,Denver,11689420.0,Medical
2018-04,Denver,33791852.0,Recreational
2018-04,Eagle,97151.0,Medical
2018-04,Eagle,1144193.0,Recreational
2018-04,El Paso,7826668.0,Medical
2018-04,El Paso,,Recreational
2018-04,Fremont,141438.0,Medical
2018-04,Garfield,252013.0,Medical
2018-04,Garfield,1503426.0,Recreational
2018-04,Gilpin,,Medical
2018-04,Gilpin,212366.0,Recreational
2018-04,Grand,,Medical
2018-04,Grand,343222.0,Recreational
2018-04,Gunnison,437758.0,Recreational
2018-04,Huerfano,,Recreational
2018-04,Jefferson,1084394.0,Medical
2018-04,Jefferson,4142771.0,Recreational
2018-04,La Plata,228755.0,Medical
2018-04,La Plata,1863227.0,Recreational
2018-04,Lake,197779.0,Recreational
2018-04,Larimer,1108635.0,Medical
2018-04,Larimer,5632150.0,Recreational
2018-04,Las Animas,34180.0,Medical
2018-04,Las Animas,3934794.0,Recreational
2018-04,Mesa,,Medical
2018-04,Mesa,1482947.0,Recreational
2018-04,Moffat,,Medical
2018-04,Moffat,,Recreational
2018-04,Montezuma,45539.0,Medical
2018-04,Montezuma,1905829.0,Recreational
2018-04,Montrose,,Medical
2018-04,Morgan,,Medical
2018-04,Morgan,,Recreational
2018-04,Otero,,Medical
2018-04,Ouray,,Medical
2018-04,Ouray,,Recreational
2018-04,Park,,Medical
2018-04,Park,325805.0,Recreational
2018-04,Pitkin,54543.0,Medical
2018-04,Pitkin,699425.0,Recreational
2018-04,Pueblo,478009.0,Medical
2018-04,Pueblo,4436171.0,Recreational
2018-04,Routt,157073.0,Medical
2018-04,Routt,790286.0,Recreational
2018-04,Saguache,137104.0,Recreational
2018-04,San Juan,,Recreational
2018-04,San Miguel,,Medical
2018-04,San Miguel,219836.0,Recreational
2018-04,Sedgwick,,Medical
2018-04,Sedgwick,,Recreational
2018-04,Summit,113189.0,Medical
2018-04,Summit,1543168.0,Recreational
2018-04,Weld,375487.0,Medical
2018-04,Weld,2421030.0,Recreational
2018-05,Adams,390116.0,Medical
2018-05,Adams,6884789.0,Recreational
2018-05,Alamosa,,Medical
2018-05,Arapahoe,842104.0,Medical
2018-05,Arapahoe,9846235.0,Recreational
2018-05,Archuleta,,Medical
2018-05,Archuleta,633849.0,Recreational
2018-05,Boulder,1540156.0,Medical
2018-05,Boulder,7305495.0,Recreational
2018-05,Chaffee,,Medical
2018-05,Chaffee,457767.0,Recreational
2018-05,Clear Creek,28054.0,Medical
2018-05,Clear Creek,518925.0,Recreational
2018-05,Conejos,495930.0,Recreational
2018-05,Costilla,322017.0,Recreational
2018-05,Denver,11380605.0,Medical
2018-05,Denver,31592911.0,Recreational
2018-05,Eagle,96713.0,Medical
2018-05,Eagle,968533.0,Recreational
2018-05,El Paso,7332608.0,Medical
2018-05,El Paso,,Recreational
2018-05,Fremont,147909.0,Medical
2018-05,Garfield,252772.0,Medical
2018-05,Garfield,1577479.0,Recreational
2018-05,Gilpin,,Medical
2018-05,Gilpin,219588.0,Recreational
2018-05,Grand,,Medical
2018-05,Grand,309809.0,Recreational
2018-05,Gunnison,487921.0,Recreational
2018-05,Huerfano,,Recreational
2018-05,Jefferson,1262338.0,Medical
2018-05,Jefferson,4153426.0,Recreational
2018-05,La Plata,257014.0,Medical
2018-05,La Plata,2086680.0,Recreational
2018-05,Lake,,Recreational
2018-05,Larimer,984003.0,Medical
2018-05,Larimer,5891148.0,Recreational
2018-05,Las Animas,44907.0,Medical
2018-05,Las Animas,4082306.0,Recreational
2018-05,Mesa,,Medical
2018-05,Mesa,1605904.0,Recreational
2018-05,Moffat,,Medical
2018-05,Moffat,,Recreational
2018-05,Montezuma,47400.0,Medical
2018-05,Montezuma,1967881.0,Recreational
2018-05,Montrose,,Medical
2018-05,Morgan,,Medical
2018-05,Morgan,1000228.0,Recreational
2018-05,Otero,,Medical
2018-05,Ouray,,Medical
2018-05,Ouray,592357.0,Recreational
2018-05,Park,,Medical
2018-05,Park,357535.0,Recreational
2018-05,Pitkin,46482.0,Medical
2018-05,Pitkin,561866.0,Recreational
2018-05,Pueblo,436538.0,Medical
2018-05,Pueblo,4619173.0,Recreational
2018-05,Routt,152758.0,Medical
2018-05,Routt,717802.0,Recreational
2018-05,Saguache,151704.0,Recreational
2018-05,San Juan,,Recreational
2018-05,San Miguel,,Medical
2018-05,San Miguel,235398.0,Recreational
2018-05,Sedgwick,,Medical
2018-05,Sedgwick,,Recreational
2018-05,Summit,103122.0,Medical
2018-05,Summit,1225108.0,Recreational
2018-05,Weld,331438.0,Medical
2018-05,Weld,2396424.0,Recreational
2018-06,Adams,355054.0,Medical
2018-06,Adams,7071943.0,Recreational
2018-06,Alamosa,,Medical
2018-06,Arapahoe,769443.0,Medical
2018-06,Arapahoe,10003372.0,Recreational
2018-06,Archuleta,,Medical
2018-06,Archuleta,834469.0,Recreational
2018-06,Boulder,1430060.0,Medical
2018-06,Boulder,7752657.0,Recreational
2018-06,Chaffee,,Medical
2018-06,Chaffee,578419.0,Recreational
2018-06,Clear Creek,22895.0,Medical
2018-06,Clear Creek,633162.0,Recreational
2018-06,Conejos,558542.0,Recreational
2018-06,Costilla,408573.0,Recreational
2018-06,Denver,11375581.0,Medical
2018-06,Denver,32336676.0,Recreational
2018-06,Eagle,99986.0,Medical
2018-06,Eagle,1273668.0,Recreational
2018-06,El Paso,8272114.0,Medical
2018-06,El Paso,,Recreational
2018-06,Fremont,153170.0,Medical
2018-06,Garfield,253141.0,Medical
2018-06,Garfield,1711546.0,Recreational
2018-06,Gilpin,,Medical
2018-06,Gilpin,240622.0,Recreational
2018-06,Grand,,Medical
2018-06,Grand,471237.0,Recreational
